                      (*)   mesure a 300k
                      (**)  isomere le plus stable
                      (***) enthalpie inconnue
87 88 h       h       h2                             5.00e-17  0.5      0.00   0 !
  -                   -
  -                   - cosmic-ray direct processes
  -                   -
jan11 nh      nh      n2      h       h              1.16E-09   .00      .00   4 !   298   298 -  NIST 1968MEA
jan11 nh      nh      n2      h2                     4.98E-14  1.00      .00   4 !     0     0 -  AK 1987ref
jan11 n2      h2      nh      nh                     6.17E-12  1.01 85873.00   4 !     0     0 -  >INV AK 1987ref
jan11 nh      nh2     nh3     n                      1.66E-11   .00  1007.00   4 !     0     0 -  AK 1984ref
jan11 nh3     n       nh      nh2                    1.20E-09  -.23 15570.00   4 !     0     0 -  >INV AK 1984ref
jan11 nh      nh3     nh2     nh2                    5.25E-10   .00 13472.00   4 !  1300  1700 -  NIST 1994ROH
jan11 nh2     nh2     nh      nh3                    6.25E-11   .05  5335.00   4 !  1300  1700 -  >INV NIST 1994ROH
jan11 nh      ch      hcn     h                      8.30E-11   .00      .00   4 !     0     0 -  AK 1986ref
jan11 hcn     h       nh      ch                     7.21E-08  -.73 72497.00   4 !     0     0 -  >INV AK 1986ref
jan11 nh      ch2     hcn     h       h              4.98E-11   .00      .00   4 !     0     0 -  AK 1986ref
jan11 nh      ch4     ch3     nh2                    1.36E-10   .00  9820.00   4 !   300  2000 -  NIST 1999XU linear fit to all data ; agrees with exp data of 1994ROH
jan11 nh      sh      n       h2s                    3.12E-12  1.20      .00   4 !   298  3000 -  assumed equal to OH+NH=N+H2O
jan11 nh      so      no      sh                     5.00E-11   .00      .00   4 !     0     0 -  LEEDS measurements at Leeds
jan11 no      sh      nh      so                     2.77E-11   .09 15443.00   4 !     0     0 -  >INV LEEDS measurements at Leeds
jan11 nh2     h2o     nh3     oh                     2.11E-13  1.90  5721.00   4 !   300  3000 -  NIST 1991COH
jan11 nh2     ch3oh   nh3     h3co                   1.50E-15   .00      .00   4 !   293   293 -  NIST 1991GLE
jan11 nh3     h3co    nh2     ch3oh                  8.39E-16  -.04  6034.00   4 !   293   293 -  >INV NIST 1991GLE
jan11 nh2     ch      hcn     h       h              4.98E-11   .00      .00   4 !     0     0 -  AK 1986ref
jan11 nh2     ch3     ch2     nh3                    1.14E-13  1.87  3810.00   4 !     0     0 -  AK 2000DEA
jan11 ch2     nh3     nh2     ch3                    1.05E-13  2.09  2618.00   4 !     0     0 -  >INV AK 2000DEA
jan11 nh2     ch3     ch4     nh                     7.43E-17  5.57      .00   4 !   300  2000 -  NIST 1999XU fit to all data
jan11 nh2     ch4     ch3     nh3                    2.90E-13  2.87  5380.00   4 !   300  5000 -  NIST 1999MEB
jan11 nh2     sh      nh3     s                      3.42E-13   .41   250.00   4 !   500  2500 -  assumed equal to OH+NH2=NH+O
jan11 nh3     ch3     ch4     nh2                    8.95E-14   .00  4852.00   4 !   350   710 -  NIST fit to all data except 1998YU
jan11 no      no      n2      o2                     2.51E-11   .00 30654.00   4 !  1573  4700 -  NIST fit to all data
jan11 n2      o2      no      no                     4.96E-10   .02 52612.00   4 !  1573  4700 -  >INV NIST fit to all data
jan11 no      hco     co      hno                    1.20E-11   .00      .00   4 !   295  2500 -  NIST 1991TSA
jan11 co      hno     no      hco                    9.50E-11   .06 17106.00   4 !   295  2500 -  >INV NIST 1991TSA
jan11 no      h2co    hno     hco                    1.69E-11   .00 20542.00   4 !   500  2500 -  NIST 1991TSA
jan11 no      ch      co      nh                     1.33E-11  -.13      .00   4 !    13   708 -  NIST 1996BOC, branching ratio from 1999GEI
jan11 co      nh      no      ch                     5.60E-11   .12 52930.00   4 !    13   708 -  >INV NIST 1996BOC, branching ratio from 1999GEI
jan11 no      ch      cn      oh                     1.66E-12  -.13      .00   4 !    13   708 -  NIST 1996BOC, branching ratio from 1999GEI
jan11 cn      oh      no      ch                     2.68E-12   .14 25310.00   4 !    13   708 -  >INV NIST 1996BOC, branching ratio from 1999GEI
jan11 no      ch      hcn     o                      1.15E-10  -.13      .00   4 !    13   708 -  NIST 1996BOC, branching ratio from 1999GEI
jan11 hcn     o       no      ch                     9.23E-09  -.65 36688.00   4 !    13   708 -  >INV NIST 1996BOC, branching ratio from 1999GEI
jan11 no      ch      hco     n                      9.97E-12  -.13      .00   4 !    13   708 -  NIST 1996BOC, branching ratio from 1999GEI
jan11 hco     n       no      ch                     1.34E-10  -.46 20938.00   4 !    13   708 -  >INV NIST 1996BOC, branching ratio from 1999GEI
jan11 no      ch2     hcn     oh                     3.65E-12   .00      .00   4 !   300  2000 -  2001FIK (No Ea)
jan11 hcn     oh      no      ch2                    5.86E-11  -.37 37434.00   4 !   300  2000 -  >INV 2001FIK (No Ea)
jan11 no      ch3     hcn     h2o                    4.00E-12   .00  7901.00   4 !  1100  2080 -  NIST 1994HEN
jan11 hcn     h2o     no      ch3                    1.76E-11   .06 49332.00   4 !  1100  2080 -  >INV NIST 1994HEN
jan11 no      c2      cn      co                     1.60E-10   .00      .00   4 !    24   300 -  2006PAR
jan11 cn      co      no      c2                     5.76E-10   .46 71458.00   4 !    24   300 -  >INV 2006PAR
jan11 no      c2h     hcn     co                     9.96E-11   .00   287.00   4 !   295   440 -  NIST 1996PEE (products assumed ; see 2004LAU)
jan11 hcn     co      no      c2h                    1.44E-09   .42 76612.00   4 !   295   440 -  >INV NIST 1996PEE (products assumed ; see 2004LAU)
jan11 no      c2h2    hcn     co      h              8.97E-12   .00 18973.00   4 !  1100  1500 -  NIST 1994BEN
jan11 no      s       so      n                      1.74E-10   .00 20202.00   4 !  2420  3870 -  NIST 1996WOI
jan11 hno     ch      no      ch2                    1.73E-11   .00      .00   4 !     0     0 -  OSU2003
jan11 no      ch2     hno     ch                     6.10E-12   .46 25680.00   4 !     0     0 -  >INV OSU2003
jan11 hno     ch2     no      ch3                    1.69E-11   .00      .00   4 !     0     0 -  OSU2003
jan11 no      ch3     hno     ch2                    5.27E-11   .07 30642.00   4 !     0     0 -  >INV OSU2003
jan11 cn      oh      hcn     o                      1.00E-11   .00  1000.00   4 !   500  2500 -  NIST 1992TSA
jan11 cn      oh      nh      co                     9.96E-12   .00      .00   4 !     0     0 -  DAGAUT NOCHECK
jan11 nh      co      cn      oh                     2.60E-11  -.02 27620.00   4 !     0     0 -  >INV DAGAUT NOCHECK
jan11 cn      nh      hcn     n                      2.93E-12   .50  1000.00   4 !     0     0 -  UMIST99  -REACx  203 -Data L -Err C -Ref
jan11 hcn     n       cn      nh                     2.59E-10  -.20 23918.00   4 !     0     0 -  >INV UMIST99  -REACx  203 -Data L -Err C -Ref
jan11 cn      cn      n2      c2                     2.66E-09   .00 21600.00   4 !  3800  7000 -  NIST 1962PAT
jan11 cn      no      n2      co                     1.60E-13   .00      .00   4 !   300   300 -  NIST 1985LI & OSU2003
jan11 n2      co      cn      no                     2.36E-12   .17 76970.00   4 !   300   300 -  >INV NIST 1985LI & OSU2003
jan11 cn      hno     hcn     no                     3.01E-11   .00      .00   4 !   500  2500 -  NIST 1992TSA
jan11 hcn     no      cn      hno                    1.05E-10  -.18 37804.00   4 !   500  2500 -  >INV NIST 1992TSA
jan11 cn      sh      hcn     s                      1.00E-11   .00  1000.00   4 !   500  2500 -  assumed equal to CN+OH=O+HCN
jan11 cn      hco     hcn     co                     1.00E-10   .00      .00   4 !   500  2500 -  NIST 1992TSA
jan11 hcn     co      cn      hco                    2.78E-09  -.12 54910.00   4 !   500  2500 -  >INV NIST 1992TSA
jan11 cn      h2o     hcn     oh                     1.30E-11   .00  3755.00   4 !   500  2500 -  NIST 1992TSA
jan11 cn      h2co    hcn     hco                    6.71E-11   .00   412.00   4 !   294   769 -  NIST 1995CHA (products in article)
jan11 cn      ch3oh   hcn     h3co                   1.20E-10   .00      .00   4 !   294   294 -  NIST 1988SAY (assumed H abstraction of CH3 main channel: C-H bond weaker than O-H)
jan11 hcn     h3co    cn      ch3oh                  7.78E-11  -.52 14389.00   4 !   294   294 -  >INV NIST 1988SAY (assumed H abstraction of CH3 main channel: C-H bond weaker than O-H)
jan11 cn      ch4     hcn     ch3                    2.32E-12  1.82   367.00   4 !   160  1500 -  NIST fit to all experimental data
jan11 hcn     ch3     cn      ch4                    5.86E-13  1.65 10090.00   4 !   160  1500 -  >INV NIST fit to all experimental data
jan11 cn      ch2     hcn     ch                     5.30E-12   .00  2500.00   4 !     0     0 -  UMIST99  -REACx  181 -Data L -Err C -Ref
jan11 hcn     ch      cn      ch2                    5.27E-11  -.64 14625.00   4 !     0     0 -  >INV UMIST99  -REACx  181 -Data L -Err C -Ref
jan11 cn      ch3     hcn     ch2                    9.18E-12   .70  1500.00   4 !     0     0 -  UMIST99  -REACx  221 -Data L -Err C -Ref
jan11 hcn     ch2     cn      ch3                    1.04E-11   .45  8662.00   4 !     0     0 -  >INV UMIST99  -REACx  221 -Data L -Err C -Ref
jan11 hcn     hco     h2co    cn                     1.00E-11   .00 17202.00   4 !   300  2500 -  NIST 1991TSA
jan11 so      so      so2     s                      3.32E-12   .00  2013.00   4 !     0     0 -  LEEDS 96GLA/KUB ; agrees with 298K value of NIST 1983MAR
jan11 sh      sh      h2s     s                      4.00E-11   .00      .00   4 !   298   298 -  NIST 1987STA
jan11 h2s     ch      h       h2cs                   3.20E-10   .00      .00   4 !   295   295 -  NIST 1999SAT ; main channel from theoretical RKMM
jan11 h       h2cs    h2s     ch                     7.36E-08  -.62 29506.00   4 !   295   295 -  >INV NIST 1999SAT ; main channel from theoretical RKMM
jan11 sh      c2h     c2h2    s                      3.01E-11   .00      .00   4 !   300  2500 -  assumed equal to OH+C2H=O+C2H2
jan11 c2h2    s       sh      c2h                    8.86E-09  -.43 25026.00   4 !   300  2500 -  >INV assumed equal to OH+C2H=O+C2H2
jan11 c       c2h2    c3      h2                     1.45E-10  -.12      .00   4 !    15   295 -  OSU2003 (2002CLA, assumed 1/2 of the total rate constant)
jan11 c3      h2      c       c2h2                   8.67E-12   .85 12018.00   4 !    15   295 -  >INV OSU2003 (2002CLA, assumed 1/2 of the total rate constant)
jan11 c       c-c3h2  c4h     h                      3.50E-10   .00      .00   4 !     0     0 -  assumed equal to C+A-C3H4 (OSU2003 gives 6.02E13, which isomer??)
jan11 c4h     h       c       h2c3                   2.56E-08  -.73 41775.00   4 !     0     0 -  >INV assumed equal to C+A-C3H4 (OSU2003 gives 6.02E13, which isomer??)
jan11 c4h     h       c       c-c3h2                 2.60E-09 -1.10 20822.00   4 !     0     0 -  >INV assumed equal to C+A-C3H4 (OSU2003 gives 6.02E13, which isomer??)
jan11 c       c2h     c3      h                      9.66E-11   .00      .00   4 !     0     0 -  assumed 1/3 of k(300) C+C2H2 (OSU2003 gives 6.02E13)
jan11 c3      h       c       c2h                    5.28E-10   .36 27158.00   4 !     0     0 -  >INV assumed 1/3 of k(300) C+C2H2 (OSU2003 gives 6.02E13)
cha13 c       c3h     h       c4                     0.91E-10  0.00     0.00   4 !
cha13 c       c3h     c2      c2h                    0.09E-10  0.00     0.00   4 !
jan11 c       c4      c3      c2                     8.97E-11   .00      .00   4 !     0     0 -  2009WAK
jan11 c3      c2      c       c4                     4.29E-13  1.32  8933.00   4 !     0     0 -  >INV 2009WAK
jan11 ch      c2h2    c-c3h2  h                      3.01E-11   .00      .00   4 !    15   300 -  2009LOI
jan11 c-c3h2  h       ch      c2h2                   3.78E-09  -.37 15729.00   4 !    15   300 -  >INV 2009LOI
jan11 ch      c-c3h2  c4h2    h                      2.91E-10   .00      .00   4 !    15   300 -  assumed equal to CH+C2H2=C3H2+H
jan11 c2      c2h2    c4h     h                      3.99E-10   .00      .00   4 !    24   300 -  2008PAR 2007CAN 2008DAU, within a factor 2 of all temperatures data
jan11 c4h     h       c2      c2h2                   1.71E-08 -1.07  4841.00   4 !    24   300 -  >INV 2008PAR 2007CAN 2008DAU, within a factor 2 of all temperatures data
jan11 c2      c2h     c4      h                      1.99E-10   .00      .00   4 !  2580  4650 -  1997KRU
jan11 c2      c2      c3      c                      5.31E-10   .00      .00   4 !  2580  4650 -  NIST 1997KRU high pressure
jan11 c2h     c2h2    c4h2    h                      1.50E-10   .00      .00   4 !    15  2700 -  NIST(143-2700K) & 1998CHA(15-295K), within a factor 2 of data at all temperatures
jan11 n       c2      c       cn                     5.00E-11   .00      .00   4 !     0     0 -  OSU2003
jan11 n       c4      c3      cn                     1.00E-10   .00      .00   4 !     0     0 -  OSU2003
jan11 c3      cn      n       c4                     2.16E-13  1.69 26802.00   4 !     0     0 -  >INV OSU2003
jan11 n       c3      c2      cn                     1.00E-13   .00      .00   4 !    10   298 -  KIDA critical evaluation (estimate based on lack of spin correlation)
jan11 c2      cn      n       c3                     1.55E-14   .11  5029.00   4 !    10   298 -  detailed balance
sep15 n       cn      c       n2                     8.80E-11   .42      .00   4 !    10   298 -  KIDA (update 2015)
jan11 o       c2h2    ch2     co                     5.55E-13  1.67   916.00   4 !   195  2600 -  NIST (from =PRODUCTS and branching ratio 0.2)
jan11 ch2     co      o       c2h2                   2.55E-15  3.03 23954.00   4 !   195  2600 -  >INV NIST (from =PRODUCTS and branching ratio 0.2)
jan11 o       c2h     co      ch                     1.00E-10   .00      .00   4 !    10  2500 -  KIDA critical evaluation (based on some experimental data)
jan11 co      ch      o       c2h                    1.70E-11   .93 39868.00   4 !    10  2500 -  detailed balance
jan11 o       c3h     co      c2h                    1.00E-10   .00      .00   4 !    10   298 -  KIDA critical evaluation (estimation)
jan11 co      c2h     o       c3h                    3.46E-12  -.03 56987.00   4 !    10   298 -  detailed balance
jan11 o       c-c3h   co      c2h                    1.00E-10   .00      .00   4 !    10   298 -  KIDA critical evaluation (estimation)
jan11 o       c2      co      c                      2.00E-10  -.12      .00   4 !    10   298 -  KIDA critical evaluation (estimation)
jan11 o       c4      co      c3                     2.00E-10  -.12      .00   4 !    10   298 -  (o + c2)
jan11 o       c3      co      c2                     5.00E-12   .00   900.00   4 !    10   300 -  OSU2003 (1996WOO)
jan11 o       cn      co      n                      3.69E-11   .00      .00   4 !   298   298 -  NIST 1995TIT
jan11 h       c2h2    c2h     h2                     3.80E-10   .00 13634.00   4 !   295  6920 -  NIST fit to all data
jan11 h       c4h2    c4h     h2                     3.80E-10   .00 13634.00   4 !   295  6920 -  assumed equal to H+C2H2=C2H+H2
jan11 h       c-c3h2  c-c3h   h2                     3.80E-10   .00 13634.00   4 !   295  6920 -  assumed equal to H+C2H2=C2H+H2
jan11 h       c4h2    c2h2    c2h                    9.96E-10   .00  7750.00   4 !     0     0 -  1999FOU
jan11 h       c2h     c2      h2                     8.40E-11   .00 14333.00   4 !   300  6920 -  NIST
jan11 h       c4h     c4      h2                     8.40E-11   .00 14333.00   4 !   300  6920 -  assumed equal to H+C2H=C2+H2
jan11 h       hcn     cn      h2                     6.33E-10   .00 12451.00   4 !   300  2500 -  NIST 1981BAU + 1991TSA
jan11 h2      c2h     c2h2    h                      2.90E-12  1.75   539.00   4 !   178  4650 -  NIST fit to 1997KRU(2580-4650), 1996PEE(295-440) & 1996OPA(178-854)
jan11 h2      c4h     c4h2    h                      2.90E-12  1.75   539.00   4 !   178  4650 -  assumed equal to H2+C2H=C2H2+H
jan11 h2      c-c3h   c-c3h2  h                      2.90E-12  1.75   539.00   4 !   178  4650 -  assumed equal to H2+C2H=C2H2+H
jan11 h2      c2      c2h     h                      1.78E-10   .00  1469.00   4 !   295   493 -  1982PIT
